timestamp,site,latitude,longitude,species,value,unit
2025-01-19T00:00,Paris,48.85,2.35,pm2_5,40.4,μg/m³
2025-01-19T01:00,Paris,48.85,2.35,pm2_5,37.8,μg/m³
2025-01-19T02:00,Paris,48.85,2.35,pm2_5,35.8,μg/m³
2025-01-19T03:00,Paris,48.85,2.35,pm2_5,34.6,μg/m³
2025-01-19T04:00,Paris,48.85,2.35,pm2_5,34.1,μg/m³
2025-01-19T05:00,Paris,48.85,2.35,pm2_5,34.2,μg/m³
2025-01-19T06:00,Paris,48.85,2.35,pm2_5,34.8,μg/m³
2025-01-19T07:00,Paris,48.85,2.35,pm2_5,36.3,μg/m³
2025-01-19T08:00,Paris,48.85,2.35,pm2_5,36.8,μg/m³
2025-01-19T09:00,Paris,48.85,2.35,pm2_5,38.7,μg/m³
2025-01-19T10:00,Paris,48.85,2.35,pm2_5,36.8,μg/m³
2025-01-19T11:00,Paris,48.85,2.35,pm2_5,35.3,μg/m³
2025-01-19T12:00,Paris,48.85,2.35,pm2_5,35.4,μg/m³
2025-01-19T13:00,Paris,48.85,2.35,pm2_5,36.0,μg/m³
2025-01-19T14:00,Paris,48.85,2.35,pm2_5,37.1,μg/m³
2025-01-19T15:00,Paris,48.85,2.35,pm2_5,39.1,μg/m³
2025-01-19T16:00,Paris,48.85,2.35,pm2_5,40.4,μg/m³
2025-01-19T17:00,Paris,48.85,2.35,pm2_5,45.6,μg/m³
2025-01-19T18:00,Paris,48.85,2.35,pm2_5,60.8,μg/m³
2025-01-19T19:00,Paris,48.85,2.35,pm2_5,67.9,μg/m³
2025-01-19T20:00,Paris,48.85,2.35,pm2_5,77.7,μg/m³
2025-01-19T21:00,Paris,48.85,2.35,pm2_5,87.3,μg/m³
2025-01-19T22:00,Paris,48.85,2.35,pm2_5,86.8,μg/m³
2025-01-19T23:00,Paris,48.85,2.35,pm2_5,84.2,μg/m³
2025-01-19T00:00,Paris,48.85,2.35,pm10,43.3,μg/m³
2025-01-19T01:00,Paris,48.85,2.35,pm10,40.5,μg/m³
2025-01-19T02:00,Paris,48.85,2.35,pm10,38.3,μg/m³
2025-01-19T03:00,Paris,48.85,2.35,pm10,36.8,μg/m³
2025-01-19T04:00,Paris,48.85,2.35,pm10,36.8,μg/m³
2025-01-19T05:00,Paris,48.85,2.35,pm10,37.7,μg/m³
2025-01-19T06:00,Paris,48.85,2.35,pm10,40.9,μg/m³
2025-01-19T07:00,Paris,48.85,2.35,pm10,42.1,μg/m³
2025-01-19T08:00,Paris,48.85,2.35,pm10,43.2,μg/m³
2025-01-19T09:00,Paris,48.85,2.35,pm10,43.1,μg/m³
