timestamp,site,latitude,longitude,species,value,unit
2024-06-13T00:00,Paris,48.85,2.35,pm2_5,15.3,μg/m³
2024-06-13T01:00,Paris,48.85,2.35,pm2_5,15.7,μg/m³
2024-06-13T02:00,Paris,48.85,2.35,pm2_5,15.2,μg/m³
2024-06-13T03:00,Paris,48.85,2.35,pm2_5,15.9,μg/m³
2024-06-13T04:00,Paris,48.85,2.35,pm2_5,15.1,μg/m³
2024-06-13T05:00,Paris,48.85,2.35,pm2_5,18.8,μg/m³
2024-06-13T06:00,Paris,48.85,2.35,pm2_5,18.7,μg/m³
2024-06-13T07:00,Paris,48.85,2.35,pm2_5,18.0,μg/m³
2024-06-13T08:00,Paris,48.85,2.35,pm2_5,16.3,μg/m³
2024-06-13T09:00,Paris,48.85,2.35,pm2_5,12.2,μg/m³
2024-06-13T10:00,Paris,48.85,2.35,pm2_5,9.1,μg/m³
2024-06-13T11:00,Paris,48.85,2.35,pm2_5,7.9,μg/m³
2024-06-13T12:00,Paris,48.85,2.35,pm2_5,6.6,μg/m³
2024-06-13T13:00,Paris,48.85,2.35,pm2_5,6.0,μg/m³
2024-06-13T14:00,Paris,48.85,2.35,pm2_5,5.7,μg/m³
2024-06-13T15:00,Paris,48.85,2.35,pm2_5,5.7,μg/m³
2024-06-13T16:00,Paris,48.85,2.35,pm2_5,6.0,μg/m³
2024-06-13T17:00,Paris,48.85,2.35,pm2_5,6.0,μg/m³
2024-06-13T18:00,Paris,48.85,2.35,pm2_5,5.8,μg/m³
2024-06-13T19:00,Paris,48.85,2.35,pm2_5,6.0,μg/m³
2024-06-13T20:00,Paris,48.85,2.35,pm2_5,6.1,μg/m³
2024-06-13T21:00,Paris,48.85,2.35,pm2_5,6.2,μg/m³
2024-06-13T22:00,Paris,48.85,2.35,pm2_5,6.2,μg/m³
2024-06-13T23:00,Paris,48.85,2.35,pm2_5,6.0,μg/m³
2024-06-13T00:00,Paris,48.85,2.35,pm10,17.7,μg/m³
2024-06-13T01:00,Paris,48.85,2.35,pm10,16.6,μg/m³
2024-06-13T02:00,Paris,48.85,2.35,pm10,16.0,μg/m³
2024-06-13T03:00,Paris,48.85,2.35,pm10,17.6,μg/m³
2024-06-13T04:00,Paris,48.85,2.35,pm10,17.0,μg/m³
2024-06-13T05:00,Paris,48.85,2.35,pm10,21.5,μg/m³
2024-06-13T06:00,Paris,48.85,2.35,pm10,22.4,μg/m³
2024-06-13T07:00,Paris,48.85,2.35,pm10,23.9,μg/m³
2024-06-13T08:00,Paris,48.85,2.35,pm10,20.4,μg/m³
2024-06-13T09:00,Paris,48.85,2.35,pm10,15.4,μg/m³
2024-06-13T10:00,Paris,48.85,2.35,pm10,11.6,μg/m³
2024-06-13T11:00,Paris,48.85,2.35,pm10,9.1,μg/m³
2024-06-13T12:00,Paris,48.85,2.35,pm10,8.3,μg/m³
2024-06-13T13:00,Paris,48.85,2.35,pm10,8.0,μg/m³
2024-06-13T14:00,Paris,48.85,2.35,pm10,7.8,μg/m³
2024-06-13T15:00,Paris,48.85,2.35,pm10,7.6,μg/m³
2024-06-13T16:00,Paris,48.85,2.35,pm10,7.7,μg/m³
2024-06-13T17:00,Paris,48.85,2.35,pm10,7.9,μg/m³
2024-06-13T18:00,Paris,48.85,2.35,pm10,7.9,μg/m³
2024-06-13T19:00,Paris,48.85,2.35,pm10,8.0,μg/m³
2024-06-13T20:00,Paris,48.85,2.35,pm10,7.9,μg/m³
2024-06-13T21:00,Paris,48.85,2.35,pm10,8.2,μg/m³
2024-06-13T22:00,Paris,48.85,2.35,pm10,8.1,μg/m³
2024-06-13T23:00,Paris,48.85,2.35,pm10,8.0,μg/m³
2024-06-13T00:00,Paris,48.85,2.35,nitrogen_dioxide,15.9,μg/m³
2024-06-13T01:00,Paris,48.85,2.35,nitrogen_dioxide,12.7,μg/m³
2024-06-13T02:00,Paris,48.85,2.35,nitrogen_dioxide,11.2,μg/m³
2024-06-13T03:00,Paris,48.85,2.35,nitrogen_dioxide,12.1,μg/m³
2024-06-13T04:00,Paris,48.85,2.35,nitrogen_dioxide,14.7,μg/m³
2024-06-13T05:00,Paris,48.85,2.35,nitrogen_dioxide,28.3,μg/m³
2024-06-13T06:00,Paris,48.85,2.35,nitrogen_dioxide,29.6,μg/m³
2024-06-13T07:00,Paris,48.85,2.35,nitrogen_dioxide,29.9,μg/m³
2024-06-13T08:00,Paris,48.85,2.35,nitrogen_dioxide,16.1,μg/m³
2024-06-13T09:00,Paris,48.85,2.35,nitrogen_dioxide,10.7,μg/m³
2024-06-13T10:00,Paris,48.85,2.35,nitrogen_dioxide,7.4,μg/m³
2024-06-13T11:00,Paris,48.85,2.35,nitrogen_dioxide,6.9,μg/m³
2024-06-13T12:00,Paris,48.85,2.35,nitrogen_dioxide,7.1,μg/m³
2024-06-13T13:00,Paris,48.85,2.35,nitrogen_dioxide,6.8,μg/m³
