timestamp,site,latitude,longitude,species,value,unit
2025-11-16T00:00,Paris,48.85,2.35,pm2_5,16.7,μg/m³
2025-11-16T01:00,Paris,48.85,2.35,pm2_5,15.3,μg/m³
2025-11-16T02:00,Paris,48.85,2.35,pm2_5,14.3,μg/m³
2025-11-16T03:00,Paris,48.85,2.35,pm2_5,13.4,μg/m³
2025-11-16T04:00,Paris,48.85,2.35,pm2_5,13.1,μg/m³
2025-11-16T05:00,Paris,48.85,2.35,pm2_5,13.7,μg/m³
2025-11-16T06:00,Paris,48.85,2.35,pm2_5,14.9,μg/m³
2025-11-16T07:00,Paris,48.85,2.35,pm2_5,16.0,μg/m³
2025-11-16T08:00,Paris,48.85,2.35,pm2_5,16.5,μg/m³
2025-11-16T09:00,Paris,48.85,2.35,pm2_5,17.2,μg/m³
2025-11-16T10:00,Paris,48.85,2.35,pm2_5,17.4,μg/m³
2025-11-16T11:00,Paris,48.85,2.35,pm2_5,16.7,μg/m³
2025-11-16T12:00,Paris,48.85,2.35,pm2_5,14.7,μg/m³
2025-11-16T13:00,Paris,48.85,2.35,pm2_5,14.4,μg/m³
2025-11-16T14:00,Paris,48.85,2.35,pm2_5,14.4,μg/m³
2025-11-16T15:00,Paris,48.85,2.35,pm2_5,14.8,μg/m³
2025-11-16T16:00,Paris,48.85,2.35,pm2_5,14.5,μg/m³
2025-11-16T17:00,Paris,48.85,2.35,pm2_5,14.0,μg/m³
2025-11-16T18:00,Paris,48.85,2.35,pm2_5,15.7,μg/m³
2025-11-16T19:00,Paris,48.85,2.35,pm2_5,15.3,μg/m³
2025-11-16T20:00,Paris,48.85,2.35,pm2_5,14.8,μg/m³
2025-11-16T21:00,Paris,48.85,2.35,pm2_5,14.6,μg/m³
2025-11-16T22:00,Paris,48.85,2.35,pm2_5,13.6,μg/m³
2025-11-16T23:00,Paris,48.85,2.35,pm2_5,13.9,μg/m³
2025-11-16T00:00,Paris,48.85,2.35,pm10,19.1,μg/m³
2025-11-16T01:00,Paris,48.85,2.35,pm10,17.9,μg/m³
2025-11-16T02:00,Paris,48.85,2.35,pm10,16.9,μg/m³
2025-11-16T03:00,Paris,48.85,2.35,pm10,16.6,μg/m³
2025-11-16T04:00,Paris,48.85,2.35,pm10,16.4,μg/m³
2025-11-16T05:00,Paris,48.85,2.35,pm10,15.8,μg/m³
2025-11-16T06:00,Paris,48.85,2.35,pm10,16.7,μg/m³
2025-11-16T07:00,Paris,48.85,2.35,pm10,18.5,μg/m³
2025-11-16T08:00,Paris,48.85,2.35,pm10,20.3,μg/m³
2025-11-16T09:00,Paris,48.85,2.35,pm10,21.2,μg/m³
2025-11-16T10:00,Paris,48.85,2.35,pm10,19.3,μg/m³
2025-11-16T11:00,Paris,48.85,2.35,pm10,17.9,μg/m³
2025-11-16T12:00,Paris,48.85,2.35,pm10,15.9,μg/m³
2025-11-16T13:00,Paris,48.85,2.35,pm10,15.6,μg/m³
2025-11-16T14:00,Paris,48.85,2.35,pm10,15.7,μg/m³
2025-11-16T15:00,Paris,48.85,2.35,pm10,16.5,μg/m³
2025-11-16T16:00,Paris,48.85,2.35,pm10,17.1,μg/m³
2025-11-16T17:00,Paris,48.85,2.35,pm10,17.1,μg/m³
2025-11-16T18:00,Paris,48.85,2.35,pm10,17.9,μg/m³
2025-11-16T19:00,Paris,48.85,2.35,pm10,15.9,μg/m³
2025-11-16T20:00,Paris,48.85,2.35,pm10,15.9,μg/m³
2025-11-16T21:00,Paris,48.85,2.35,pm10,16.1,μg/m³
2025-11-16T22:00,Paris,48.85,2.35,pm10,17.2,μg/m³
2025-11-16T23:00,Paris,48.85,2.35,pm10,16.0,μg/m³
2025-11-16T00:00,Paris,48.85,2.35,nitrogen_dioxide,37.2,μg/m³
2025-11-16T01:00,Paris,48.85,2.35,nitrogen_dioxide,39.3,μg/m³
2025-11-16T02:00,Paris,48.85,2.35,nitrogen_dioxide,37.0,μg/m³
2025-11-16T03:00,Paris,48.85,2.35,nitrogen_dioxide,33.7,μg/m³
2025-11-16T04:00,Paris,48.85,2.35,nitrogen_dioxide,31.8,μg/m³
2025-11-16T05:00,Paris,48.85,2.35,nitrogen_dioxide,31.2,μg/m³
2025-11-16T06:00,Paris,48.85,2.35,nitrogen_dioxide,30.5,μg/m³
2025-11-16T07:00,Paris,48.85,2.35,nitrogen_dioxide,39.4,μg/m³
2025-11-16T08:00,Paris,48.85,2.35,nitrogen_dioxide,42.3,μg/m³
2025-11-16T09:00,Paris,48.85,2.35,nitrogen_dioxide,40.5,μg/m³
2025-11-16T10:00,Paris,48.85,2.35,nitrogen_dioxide,35.0,μg/m³
2025-11-16T11:00,Paris,48.85,2.35,nitrogen_dioxide,30.8,μg/m³
2025-11-16T12:00,Paris,48.85,2.35,nitrogen_dioxide,28.1,μg/m³
2025-11-16T13:00,Paris,48.85,2.35,nitrogen_dioxide,28.6,μg/m³
2025-11-16T14:00,Paris,48.85,2.35,nitrogen_dioxide,25.9,μg/m³
2025-11-16T15:00,Paris,48.85,2.35,nitrogen_dioxide,30.9,μg/m³
2025-11-16T16:00,Paris,48.85,2.35,nitrogen_dioxide,34.5,μg/m³
2025-11-16T17:00,Paris,48.85,2.35,nitrogen_dioxide,35.6,μg/m³
2025-11-16T18:00,Paris,48.85,2.35,nitrogen_dioxide,35.1,μg/m³
2025-11-16T19:00,Paris,48.85,2.35,nitrogen_dioxide,35.4,μg/m³
2025-11-16T20:00,Paris,48.85,2.35,nitrogen_dioxide,33.4,μg/m³
2025-11-16T21:00,Paris,48.85,2.35,nitrogen_dioxide,30.4,μg/m³
2025-11-16T22:00,Paris,48.85,2.35,nitrogen_dioxide,26.4,μg/m³
2025-11-16T23:00,Paris,48.85,2.35,nitrogen_dioxide,19.7,μg/m³
2025-11-16T00:00,Paris,48.85,2.35,ozone,1.0,μg/m³
2025-11-16T01:00,Paris,48.85,2.35,ozone,1.0,μg/m³
2025-11-16T02:00,Paris,48.85,2.35,ozone,1.0,μg/m³
2025-11-16T03:00,Paris,48.85,2.35,ozone,1.0,μg/m³
2025-11-16T04:00,Paris,48.85,2.35,ozone,1.0,μg/m³
2025-11-16T05:00,Paris,48.85,2.35,ozone,1.0,μg/m³
2025-11-16T06:00,Paris,48.85,2.35,ozone,0.0,μg/m³
2025-11-16T07:00,Paris,48.85,2.35,ozone,0.0,μg/m³
2025-11-16T08:00,Paris,48.85,2.35,ozone,1.0,μg/m³
2025-11-16T09:00,Paris,48.85,2.35,ozone,3.0,μg/m³
2025-11-16T10:00,Paris,48.85,2.35,ozone,6.0,μg/m³
2025-11-16T11:00,Paris,48.85,2.35,ozone,9.0,μg/m³
2025-11-16T12:00,Paris,48.85,2.35,ozone,18.0,μg/m³
2025-11-16T13:00,Paris,48.85,2.35,ozone,19.0,μg/m³
2025-11-16T14:00,Paris,48.85,2.35,ozone,20.0,μg/m³
2025-11-16T15:00,Paris,48.85,2.35,ozone,17.0,μg/m³
2025-11-16T16:00,Paris,48.85,2.35,ozone,13.0,μg/m³
2025-11-16T17:00,Paris,48.85,2.35,ozone,7.0,μg/m³
2025-11-16T18:00,Paris,48.85,2.35,ozone,3.0,μg/m³
2025-11-16T19:00,Paris,48.85,2.35,ozone,3.0,μg/m³
2025-11-16T20:00,Paris,48.85,2.35,ozone,8.0,μg/m³
2025-11-16T21:00,Paris,48.85,2.35,ozone,12.0,μg/m³
2025-11-16T22:00,Paris,48.85,2.35,ozone,18.0,μg/m³
2025-11-16T23:00,Paris,48.85,2.35,ozone,21.0,μg/m³
2025-11-16T00:00,Paris,48.85,2.35,sulphur_dioxide,2.3,μg/m³
2025-11-16T01:00,Paris,48.85,2.35,sulphur_dioxide,2.5,μg/m³
2025-11-16T02:00,Paris,48.85,2.35,sulphur_dioxide,2.9,μg/m³
