timestamp,site,latitude,longitude,species,value,unit
2026-01-26T00:00,Paris,48.85,2.35,pm2_5,32.8,μg/m³
2026-01-26T01:00,Paris,48.85,2.35,pm2_5,31.1,μg/m³
2026-01-26T02:00,Paris,48.85,2.35,pm2_5,30.5,μg/m³
2026-01-26T03:00,Paris,48.85,2.35,pm2_5,26.7,μg/m³
2026-01-26T04:00,Paris,48.85,2.35,pm2_5,26.5,μg/m³
2026-01-26T05:00,Paris,48.85,2.35,pm2_5,26.0,μg/m³
2026-01-26T06:00,Paris,48.85,2.35,pm2_5,26.1,μg/m³
2026-01-26T07:00,Paris,48.85,2.35,pm2_5,25.5,μg/m³
2026-01-26T08:00,Paris,48.85,2.35,pm2_5,25.0,μg/m³
2026-01-26T09:00,Paris,48.85,2.35,pm2_5,23.5,μg/m³
2026-01-26T10:00,Paris,48.85,2.35,pm2_5,19.9,μg/m³
2026-01-26T11:00,Paris,48.85,2.35,pm2_5,16.7,μg/m³
2026-01-26T12:00,Paris,48.85,2.35,pm2_5,14.6,μg/m³
2026-01-26T13:00,Paris,48.85,2.35,pm2_5,12.4,μg/m³
2026-01-26T14:00,Paris,48.85,2.35,pm2_5,11.5,μg/m³
2026-01-26T15:00,Paris,48.85,2.35,pm2_5,11.4,μg/m³
2026-01-26T16:00,Paris,48.85,2.35,pm2_5,12.0,μg/m³
2026-01-26T17:00,Paris,48.85,2.35,pm2_5,16.8,μg/m³
2026-01-26T18:00,Paris,48.85,2.35,pm2_5,20.6,μg/m³
2026-01-26T19:00,Paris,48.85,2.35,pm2_5,20.9,μg/m³
2026-01-26T20:00,Paris,48.85,2.35,pm2_5,18.3,μg/m³
2026-01-26T21:00,Paris,48.85,2.35,pm2_5,17.1,μg/m³
2026-01-26T22:00,Paris,48.85,2.35,pm2_5,18.0,μg/m³
2026-01-26T23:00,Paris,48.85,2.35,pm2_5,12.7,μg/m³
2026-01-26T00:00,Paris,48.85,2.35,pm10,36.0,μg/m³
2026-01-26T01:00,Paris,48.85,2.35,pm10,33.8,μg/m³
2026-01-26T02:00,Paris,48.85,2.35,pm10,34.9,μg/m³
2026-01-26T03:00,Paris,48.85,2.35,pm10,28.5,μg/m³
2026-01-26T04:00,Paris,48.85,2.35,pm10,29.4,μg/m³
2026-01-26T05:00,Paris,48.85,2.35,pm10,29.5,μg/m³
2026-01-26T06:00,Paris,48.85,2.35,pm10,29.6,μg/m³
2026-01-26T07:00,Paris,48.85,2.35,pm10,29.6,μg/m³
2026-01-26T08:00,Paris,48.85,2.35,pm10,27.7,μg/m³
2026-01-26T09:00,Paris,48.85,2.35,pm10,28.0,μg/m³
2026-01-26T10:00,Paris,48.85,2.35,pm10,24.5,μg/m³
2026-01-26T11:00,Paris,48.85,2.35,pm10,21.8,μg/m³
2026-01-26T12:00,Paris,48.85,2.35,pm10,20.1,μg/m³
