timestamp,site,latitude,longitude,species,value,unit
2026-04-29T00:00,Paris,48.85,2.35,pm2_5,7.0,μg/m³
2026-04-29T01:00,Paris,48.85,2.35,pm2_5,6.8,μg/m³
2026-04-29T02:00,Paris,48.85,2.35,pm2_5,6.7,μg/m³
2026-04-29T03:00,Paris,48.85,2.35,pm2_5,6.9,μg/m³
2026-04-29T04:00,Paris,48.85,2.35,pm2_5,6.8,μg/m³
2026-04-29T05:00,Paris,48.85,2.35,pm2_5,7.9,μg/m³
2026-04-29T06:00,Paris,48.85,2.35,pm2_5,9.7,μg/m³
2026-04-29T07:00,Paris,48.85,2.35,pm2_5,9.7,μg/m³
2026-04-29T08:00,Paris,48.85,2.35,pm2_5,8.9,μg/m³
2026-04-29T09:00,Paris,48.85,2.35,pm2_5,8.0,μg/m³
2026-04-29T10:00,Paris,48.85,2.35,pm2_5,7.8,μg/m³
2026-04-29T11:00,Paris,48.85,2.35,pm2_5,7.3,μg/m³
2026-04-29T12:00,Paris,48.85,2.35,pm2_5,6.8,μg/m³
2026-04-29T13:00,Paris,48.85,2.35,pm2_5,6.2,μg/m³
2026-04-29T14:00,Paris,48.85,2.35,pm2_5,6.2,μg/m³
2026-04-29T15:00,Paris,48.85,2.35,pm2_5,6.5,μg/m³
2026-04-29T16:00,Paris,48.85,2.35,pm2_5,6.8,μg/m³
2026-04-29T17:00,Paris,48.85,2.35,pm2_5,6.7,μg/m³
2026-04-29T18:00,Paris,48.85,2.35,pm2_5,6.6,μg/m³
2026-04-29T19:00,Paris,48.85,2.35,pm2_5,6.6,μg/m³
2026-04-29T20:00,Paris,48.85,2.35,pm2_5,6.4,μg/m³
2026-04-29T21:00,Paris,48.85,2.35,pm2_5,5.9,μg/m³
2026-04-29T22:00,Paris,48.85,2.35,pm2_5,5.6,μg/m³
2026-04-29T23:00,Paris,48.85,2.35,pm2_5,5.6,μg/m³
2026-04-29T00:00,Paris,48.85,2.35,pm10,11.0,μg/m³
2026-04-29T01:00,Paris,48.85,2.35,pm10,10.7,μg/m³
2026-04-29T02:00,Paris,48.85,2.35,pm10,10.6,μg/m³
2026-04-29T03:00,Paris,48.85,2.35,pm10,10.4,μg/m³
2026-04-29T04:00,Paris,48.85,2.35,pm10,10.5,μg/m³
2026-04-29T05:00,Paris,48.85,2.35,pm10,11.1,μg/m³
2026-04-29T06:00,Paris,48.85,2.35,pm10,13.4,μg/m³
2026-04-29T07:00,Paris,48.85,2.35,pm10,13.3,μg/m³
2026-04-29T08:00,Paris,48.85,2.35,pm10,12.2,μg/m³
2026-04-29T09:00,Paris,48.85,2.35,pm10,11.2,μg/m³
2026-04-29T10:00,Paris,48.85,2.35,pm10,11.1,μg/m³
2026-04-29T11:00,Paris,48.85,2.35,pm10,10.8,μg/m³
2026-04-29T12:00,Paris,48.85,2.35,pm10,10.4,μg/m³
2026-04-29T13:00,Paris,48.85,2.35,pm10,10.4,μg/m³
2026-04-29T14:00,Paris,48.85,2.35,pm10,10.6,μg/m³
2026-04-29T15:00,Paris,48.85,2.35,pm10,10.7,μg/m³
2026-04-29T16:00,Paris,48.85,2.35,pm10,10.6,μg/m³
2026-04-29T17:00,Paris,48.85,2.35,pm10,10.5,μg/m³
2026-04-29T18:00,Paris,48.85,2.35,pm10,10.5,μg/m³
2026-04-29T19:00,Paris,48.85,2.35,pm10,10.6,μg/m³
2026-04-29T20:00,Paris,48.85,2.35,pm10,10.8,μg/m³
2026-04-29T21:00,Paris,48.85,2.35,pm10,10.5,μg/m³
2026-04-29T22:00,Paris,48.85,2.35,pm10,9.8,μg/m³
2026-04-29T23:00,Paris,48.85,2.35,pm10,8.7,μg/m³
2026-04-29T00:00,Paris,48.85,2.35,nitrogen_dioxide,5.8,μg/m³
2026-04-29T01:00,Paris,48.85,2.35,nitrogen_dioxide,5.0,μg/m³
2026-04-29T02:00,Paris,48.85,2.35,nitrogen_dioxide,5.0,μg/m³
2026-04-29T03:00,Paris,48.85,2.35,nitrogen_dioxide,5.8,μg/m³
2026-04-29T04:00,Paris,48.85,2.35,nitrogen_dioxide,9.7,μg/m³
2026-04-29T05:00,Paris,48.85,2.35,nitrogen_dioxide,14.8,μg/m³
2026-04-29T06:00,Paris,48.85,2.35,nitrogen_dioxide,20.1,μg/m³
2026-04-29T07:00,Paris,48.85,2.35,nitrogen_dioxide,17.2,μg/m³
2026-04-29T08:00,Paris,48.85,2.35,nitrogen_dioxide,14.4,μg/m³
2026-04-29T09:00,Paris,48.85,2.35,nitrogen_dioxide,11.7,μg/m³
2026-04-29T10:00,Paris,48.85,2.35,nitrogen_dioxide,8.9,μg/m³
2026-04-29T11:00,Paris,48.85,2.35,nitrogen_dioxide,7.2,μg/m³
2026-04-29T12:00,Paris,48.85,2.35,nitrogen_dioxide,6.0,μg/m³
2026-04-29T13:00,Paris,48.85,2.35,nitrogen_dioxide,5.9,μg/m³
2026-04-29T14:00,Paris,48.85,2.35,nitrogen_dioxide,6.1,μg/m³
2026-04-29T15:00,Paris,48.85,2.35,nitrogen_dioxide,6.7,μg/m³
2026-04-29T16:00,Paris,48.85,2.35,nitrogen_dioxide,8.0,μg/m³
2026-04-29T17:00,Paris,48.85,2.35,nitrogen_dioxide,8.8,μg/m³
2026-04-29T18:00,Paris,48.85,2.35,nitrogen_dioxide,9.0,μg/m³
2026-04-29T19:00,Paris,48.85,2.35,nitrogen_dioxide,9.0,μg/m³
2026-04-29T20:00,Paris,48.85,2.35,nitrogen_dioxide,8.2,μg/m³
2026-04-29T21:00,Paris,48.85,2.35,nitrogen_dioxide,7.2,μg/m³
2026-04-29T22:00,Paris,48.85,2.35,nitrogen_dioxide,6.3,μg/m³
2026-04-29T23:00,Paris,48.85,2.35,nitrogen_dioxide,5.9,μg/m³
2026-04-29T00:00,Paris,48.85,2.35,ozone,85.0,μg/m³
2026-04-29T01:00,Paris,48.85,2.35,ozone,81.0,μg/m³
2026-04-29T02:00,Paris,48.85,2.35,ozone,79.0,μg/m³
2026-04-29T03:00,Paris,48.85,2.35,ozone,74.0,μg/m³
2026-04-29T04:00,Paris,48.85,2.35,ozone,66.0,μg/m³
2026-04-29T05:00,Paris,48.85,2.35,ozone,60.0,μg/m³
2026-04-29T06:00,Paris,48.85,2.35,ozone,54.0,μg/m³
