timestamp,site,latitude,longitude,species,value,unit
2026-09-03T00:00,Paris,48.85,2.35,pm2_5,6.3,μg/m³
2026-09-03T01:00,Paris,48.85,2.35,pm2_5,5.8,μg/m³
2026-09-03T02:00,Paris,48.85,2.35,pm2_5,5.3,μg/m³
2026-09-03T03:00,Paris,48.85,2.35,pm2_5,5.4,μg/m³
2026-09-03T04:00,Paris,48.85,2.35,pm2_5,5.7,μg/m³
2026-09-03T05:00,Paris,48.85,2.35,pm2_5,6.1,μg/m³
2026-09-03T06:00,Paris,48.85,2.35,pm2_5,6.5,μg/m³
2026-09-03T07:00,Paris,48.85,2.35,pm2_5,6.2,μg/m³
2026-09-03T08:00,Paris,48.85,2.35,pm2_5,5.0,μg/m³
2026-09-03T09:00,Paris,48.85,2.35,pm2_5,4.2,μg/m³
2026-09-03T10:00,Paris,48.85,2.35,pm2_5,3.8,μg/m³
2026-09-03T11:00,Paris,48.85,2.35,pm2_5,3.5,μg/m³
2026-09-03T12:00,Paris,48.85,2.35,pm2_5,3.5,μg/m³
2026-09-03T13:00,Paris,48.85,2.35,pm2_5,3.5,μg/m³
2026-09-03T14:00,Paris,48.85,2.35,pm2_5,3.5,μg/m³
2026-09-03T15:00,Paris,48.85,2.35,pm2_5,3.7,μg/m³
2026-09-03T16:00,Paris,48.85,2.35,pm2_5,4.3,μg/m³
2026-09-03T17:00,Paris,48.85,2.35,pm2_5,4.7,μg/m³
2026-09-03T18:00,Paris,48.85,2.35,pm2_5,4.6,μg/m³
2026-09-03T19:00,Paris,48.85,2.35,pm2_5,5.5,μg/m³
2026-09-03T20:00,Paris,48.85,2.35,pm2_5,4.6,μg/m³
2026-09-03T21:00,Paris,48.85,2.35,pm2_5,4.6,μg/m³
2026-09-03T22:00,Paris,48.85,2.35,pm2_5,4.6,μg/m³
2026-09-03T23:00,Paris,48.85,2.35,pm2_5,4.3,μg/m³
2026-09-03T00:00,Paris,48.85,2.35,pm10,11.6,μg/m³
2026-09-03T01:00,Paris,48.85,2.35,pm10,11.5,μg/m³
2026-09-03T02:00,Paris,48.85,2.35,pm10,11.0,μg/m³
2026-09-03T03:00,Paris,48.85,2.35,pm10,10.1,μg/m³
2026-09-03T04:00,Paris,48.85,2.35,pm10,9.6,μg/m³
2026-09-03T05:00,Paris,48.85,2.35,pm10,9.3,μg/m³
2026-09-03T06:00,Paris,48.85,2.35,pm10,11.4,μg/m³
2026-09-03T07:00,Paris,48.85,2.35,pm10,9.0,μg/m³
2026-09-03T08:00,Paris,48.85,2.35,pm10,8.7,μg/m³
2026-09-03T09:00,Paris,48.85,2.35,pm10,8.4,μg/m³
2026-09-03T10:00,Paris,48.85,2.35,pm10,6.8,μg/m³
2026-09-03T11:00,Paris,48.85,2.35,pm10,7.1,μg/m³
