timestamp,site,latitude,longitude,species,value,unit
2026-02-02T00:00,Paris,48.85,2.35,pm2_5,8.4,μg/m³
2026-02-02T01:00,Paris,48.85,2.35,pm2_5,7.8,μg/m³
2026-02-02T02:00,Paris,48.85,2.35,pm2_5,8.5,μg/m³
2026-02-02T03:00,Paris,48.85,2.35,pm2_5,8.3,μg/m³
2026-02-02T04:00,Paris,48.85,2.35,pm2_5,9.1,μg/m³
2026-02-02T05:00,Paris,48.85,2.35,pm2_5,10.2,μg/m³
2026-02-02T06:00,Paris,48.85,2.35,pm2_5,11.4,μg/m³
2026-02-02T07:00,Paris,48.85,2.35,pm2_5,12.4,μg/m³
2026-02-02T08:00,Paris,48.85,2.35,pm2_5,13.2,μg/m³
2026-02-02T09:00,Paris,48.85,2.35,pm2_5,14.7,μg/m³
2026-02-02T10:00,Paris,48.85,2.35,pm2_5,10.2,μg/m³
2026-02-02T11:00,Paris,48.85,2.35,pm2_5,8.0,μg/m³
2026-02-02T12:00,Paris,48.85,2.35,pm2_5,6.9,μg/m³
2026-02-02T13:00,Paris,48.85,2.35,pm2_5,6.4,μg/m³
2026-02-02T14:00,Paris,48.85,2.35,pm2_5,6.7,μg/m³
2026-02-02T15:00,Paris,48.85,2.35,pm2_5,6.7,μg/m³
2026-02-02T16:00,Paris,48.85,2.35,pm2_5,6.9,μg/m³
2026-02-02T17:00,Paris,48.85,2.35,pm2_5,8.9,μg/m³
2026-02-02T18:00,Paris,48.85,2.35,pm2_5,9.3,μg/m³
2026-02-02T19:00,Paris,48.85,2.35,pm2_5,9.1,μg/m³
2026-02-02T20:00,Paris,48.85,2.35,pm2_5,8.6,μg/m³
2026-02-02T21:00,Paris,48.85,2.35,pm2_5,8.5,μg/m³
2026-02-02T22:00,Paris,48.85,2.35,pm2_5,7.8,μg/m³
2026-02-02T23:00,Paris,48.85,2.35,pm2_5,7.1,μg/m³
2026-02-02T00:00,Paris,48.85,2.35,pm10,12.2,μg/m³
2026-02-02T01:00,Paris,48.85,2.35,pm10,9.8,μg/m³
2026-02-02T02:00,Paris,48.85,2.35,pm10,9.1,μg/m³
2026-02-02T03:00,Paris,48.85,2.35,pm10,9.1,μg/m³
2026-02-02T04:00,Paris,48.85,2.35,pm10,10.3,μg/m³
2026-02-02T05:00,Paris,48.85,2.35,pm10,12.2,μg/m³
2026-02-02T06:00,Paris,48.85,2.35,pm10,13.6,μg/m³
2026-02-02T07:00,Paris,48.85,2.35,pm10,14.7,μg/m³
2026-02-02T08:00,Paris,48.85,2.35,pm10,16.6,μg/m³
2026-02-02T09:00,Paris,48.85,2.35,pm10,17.7,μg/m³
2026-02-02T10:00,Paris,48.85,2.35,pm10,12.8,μg/m³
2026-02-02T11:00,Paris,48.85,2.35,pm10,10.8,μg/m³
2026-02-02T12:00,Paris,48.85,2.35,pm10,10.7,μg/m³
2026-02-02T13:00,Paris,48.85,2.35,pm10,8.5,μg/m³
2026-02-02T14:00,Paris,48.85,2.35,pm10,9.8,μg/m³
2026-02-02T15:00,Paris,48.85,2.35,pm10,9.9,μg/m³
2026-02-02T16:00,Paris,48.85,2.35,pm10,10.0,μg/m³
2026-02-02T17:00,Paris,48.85,2.35,pm10,11.7,μg/m³
2026-02-02T18:00,Paris,48.85,2.35,pm10,13.0,μg/m³
2026-02-02T19:00,Paris,48.85,2.35,pm10,12.1,μg/m³
2026-02-02T20:00,Paris,48.85,2.35,pm10,10.1,μg/m³
2026-02-02T21:00,Paris,48.85,2.35,pm10,9.2,μg/m³
2026-02-02T22:00,Paris,48.85,2.35,pm10,9.2,μg/m³
2026-02-02T23:00,Paris,48.85,2.35,pm10,8.8,μg/m³
2026-02-02T00:00,Paris,48.85,2.35,nitrogen_dioxide,19.0,μg/m³
2026-02-02T01:00,Paris,48.85,2.35,nitrogen_dioxide,12.0,μg/m³
2026-02-02T02:00,Paris,48.85,2.35,nitrogen_dioxide,12.5,μg/m³
2026-02-02T03:00,Paris,48.85,2.35,nitrogen_dioxide,13.9,μg/m³
2026-02-02T04:00,Paris,48.85,2.35,nitrogen_dioxide,22.0,μg/m³
2026-02-02T05:00,Paris,48.85,2.35,nitrogen_dioxide,28.1,μg/m³
2026-02-02T06:00,Paris,48.85,2.35,nitrogen_dioxide,36.1,μg/m³
2026-02-02T07:00,Paris,48.85,2.35,nitrogen_dioxide,54.1,μg/m³
2026-02-02T08:00,Paris,48.85,2.35,nitrogen_dioxide,63.8,μg/m³
2026-02-02T09:00,Paris,48.85,2.35,nitrogen_dioxide,60.7,μg/m³
2026-02-02T10:00,Paris,48.85,2.35,nitrogen_dioxide,40.6,μg/m³
